id,ano,produto,volume,categoria_produto,subcategoria_produto,nivel_produto,eh_agregado
34,2010,Frisante,831000,Espumante,Produto Final,3,False
35,2010,Vinho leve,0,Vinho,Produto Final,3,False
36,2010,Vinho licoroso,15000,Vinho,Produto Final,3,False
37,2010,Brandy,0,Destilado,Produto Final,3,False
38,2010,Destilado,0,Destilado,Produto Final,3,False
39,2010,Bagaceira,0,Destilado,Produto Final,3,False
40,2010,Licor de bagaceira,0,Destilado,Produto Final,3,False
41,2010,Vinagre,5817,Derivados,Vinagre,3,False
42,2010,Borra líquida,64304,Derivados,Derivados Industriais,2,False
43,2010,Borra seca,149981,Derivados,Derivados Industriais,2,False
44,2010,Vinho Composto,0,Vinho,Produto Final,3,False
45,2010,Pisco,0,Destilado,Produto Final,3,False
46,2010,Vinho orgânico,0,Vinho,Organico,3,False
47,2010,Espumante orgânico,0,Espumante,Produto Final,3,False
48,2010,Destilado alcoólico simples de bagaceira ,0,Destilado,Produto Final,3,False
49,2010,Vinho acidificado ,0,Vinho,Produto Final,3,False
50,2010,Mosto parcialmente fermentado ,0,Mosto,Intermediario,2,False
51,2010,Outros derivados,0,Derivados,Derivados Industriais,2,False
1,2011,VINHO DE MESA,257840749,Vinho,Vinho de Mesa,1,True
2,2011,Tinto,210113358,Vinho,Vinho de Mesa,3,False
3,2011,Branco,46007504,Vinho,Vinho de Mesa,3,False
4,2011,Rosado,1719887,Vinho,Vinho de Mesa,3,False
5,2011,VINHO FINO DE MESA (VINIFERA),47598471,Vinho,Vinifera,1,True
6,2011,Tinto,24104740,Vinho,Vinho de Mesa,3,False
7,2011,Branco,22739426,Vinho,Vinho de Mesa,3,False
8,2011,Rosado,754305,Vinho,Vinho de Mesa,3,False
9,2011,SUCO,69364324,Suco,Suco de Uva,1,True
10,2011,Suco de uva integral,39487800,Suco,Suco de Uva,3,False
11,2011,Suco de uva concentrado,29564324,Suco,Suco de Uva,3,False
12,2011,Suco de uva adoçado,312200,Suco,Suco de Uva,3,False
13,2011,Suco de uva orgânico,0,Suco,Suco de Uva,3,False
14,2011,Suco de uva reconstituído,0,Suco,Suco de Uva,3,False
15,2011,DERIVADOS,85748723,Derivados,Derivados Industriais,1,True
16,2011,Espumante,26361,Espumante,Produto Final,3,False
17,2011,Espumante moscatel,219100,Espumante,Produto Final,3,False
18,2011,Base espumante,0,Espumante,Base,2,False
19,2011,Base espumante moscatel,2749540,Espumante,Base,2,False
20,2011,Base Champenoise champanha,74746,Espumante,Base,2,False
21,2011,Base Charmat champanha,865858,Espumante,Base,2,False
22,2011,Bebida de uva,0,Suco,Suco de Uva,3,False
23,2011,Polpa de uva,2480120,Suco,Suco de Uva,3,False
24,2011,Mosto simples,77285998,Mosto,Intermediario,2,False
25,2011,Mosto concentrado,0,Mosto,Intermediario,2,False
26,2011,Mosto de uva com bagaço,1037600,Mosto,Intermediario,2,False
27,2011,Mosto dessulfitado,0,Mosto,Intermediario,2,False
28,2011,Mistelas,0,Mosto,Intermediario,2,False
29,2011,Néctar de uva,0,Suco,Suco de Uva,3,False
30,2011,Licorosos,0,Vinho,Produto Final,3,False
31,2011,Compostos,0,Derivados,Derivados Industriais,2,False
32,2011,Jeropiga,0,Mosto,Intermediario,2,False
33,2011,Filtrado,0,Derivados,Derivados Industriais,2,False
34,2011,Frisante,1003800,Espumante,Produto Final,3,False
35,2011,Vinho leve,0,Vinho,Produto Final,3,False
36,2011,Vinho licoroso,0,Vinho,Produto Final,3,False
37,2011,Brandy,0,Destilado,Produto Final,3,False
38,2011,Destilado,0,Destilado,Produto Final,3,False
39,2011,Bagaceira,0,Destilado,Produto Final,3,False
40,2011,Licor de bagaceira,0,Destilado,Produto Final,3,False
41,2011,Vinagre,0,Derivados,Vinagre,3,False
42,2011,Borra líquida,0,Derivados,Derivados Industriais,2,False
43,2011,Borra seca,0,Derivados,Derivados Industriais,2,False
44,2011,Vinho Composto,0,Vinho,Produto Final,3,False
45,2011,Pisco,0,Destilado,Produto Final,3,False
46,2011,Vinho orgânico,5600,Vinho,Organico,3,False
47,2011,Espumante orgânico,0,Espumante,Produto Final,3,False
48,2011,Destilado alcoólico simples de bagaceira ,0,Destilado,Produto Final,3,False
49,2011,Vinho acidificado ,0,Vinho,Produto Final,3,False
50,2011,Mosto parcialmente fermentado ,0,Mosto,Intermediario,2,False
51,2011,Outros derivados,0,Derivados,Derivados Industriais,2,False
1,2012,VINHO DE MESA,212777037,Vinho,Vinho de Mesa,1,True
2,2012,Tinto,175875432,Vinho,Vinho de Mesa,3,False
3,2012,Branco,34938249,Vinho,Vinho de Mesa,3,False
4,2012,Rosado,1963356,Vinho,Vinho de Mesa,3,False
5,2012,VINHO FINO DE MESA (VINIFERA),45200730,Vinho,Vinifera,1,True
6,2012,Tinto,24027589,Vinho,Vinho de Mesa,3,False
7,2012,Branco,20647238,Vinho,Vinho de Mesa,3,False
8,2012,Rosado,525903,Vinho,Vinho de Mesa,3,False
9,2012,SUCO,70066732,Suco,Suco de Uva,1,True
10,2012,Suco de uva integral,31908829,Suco,Suco de Uva,3,False
11,2012,Suco de uva concentrado,37624855,Suco,Suco de Uva,3,False
12,2012,Suco de uva adoçado,533048,Suco,Suco de Uva,3,False
13,2012,Suco de uva orgânico,0,Suco,Suco de Uva,3,False
14,2012,Suco de uva reconstituído,0,Suco,Suco de Uva,3,False
15,2012,DERIVADOS,100757101,Derivados,Derivados Industriais,1,True
16,2012,Espumante,17200,Espumante,Produto Final,3,False
17,2012,Espumante moscatel,139775,Espumante,Produto Final,3,False
18,2012,Base espumante,0,Espumante,Base,2,False
19,2012,Base espumante moscatel,2798908,Espumante,Base,2,False
20,2012,Base Champenoise champanha,369278,Espumante,Base,2,False
21,2012,Base Charmat champanha,479625,Espumante,Base,2,False
22,2012,Bebida de uva,0,Suco,Suco de Uva,3,False
23,2012,Polpa de uva,2797665,Suco,Suco de Uva,3,False
24,2012,Mosto simples,93341575,Mosto,Intermediario,2,False
25,2012,Mosto concentrado,0,Mosto,Intermediario,2,False
26,2012,Mosto de uva com bagaço,0,Mosto,Intermediario,2,False
27,2012,Mosto dessulfitado,0,Mosto,Intermediario,2,False
28,2012,Mistelas,200,Mosto,Intermediario,2,False
29,2012,Néctar de uva,0,Suco,Suco de Uva,3,False
30,2012,Licorosos,26775,Vinho,Produto Final,3,False
31,2012,Compostos,7600,Derivados,Derivados Industriais,2,False
32,2012,Jeropiga,0,Mosto,Intermediario,2,False
33,2012,Filtrado,0,Derivados,Derivados Industriais,2,False
34,2012,Frisante,778500,Espumante,Produto Final,3,False
35,2012,Vinho leve,0,Vinho,Produto Final,3,False
36,2012,Vinho licoroso,0,Vinho,Produto Final,3,False
37,2012,Brandy,0,Destilado,Produto Final,3,False
38,2012,Destilado,0,Destilado,Produto Final,3,False
39,2012,Bagaceira,0,Destilado,Produto Final,3,False
40,2012,Licor de bagaceira,0,Destilado,Produto Final,3,False
41,2012,Vinagre,0,Derivados,Vinagre,3,False
42,2012,Borra líquida,0,Derivados,Derivados Industriais,2,False
43,2012,Borra seca,0,Derivados,Derivados Industriais,2,False
44,2012,Vinho Composto,0,Vinho,Produto Final,3,False
45,2012,Pisco,0,Destilado,Produto Final,3,False
46,2012,Vinho orgânico,0,Vinho,Organico,3,False
47,2012,Espumante orgânico,0,Espumante,Produto Final,3,False
48,2012,Destilado alcoólico simples de bagaceira ,0,Destilado,Produto Final,3,False
49,2012,Vinho acidificado ,0,Vinho,Produto Final,3,False
50,2012,Mosto parcialmente fermentado ,0,Mosto,Intermediario,2,False
51,2012,Outros derivados,0,Derivados,Derivados Industriais,2,False
1,2013,VINHO DE MESA,196904222,Vinho,Vinho de Mesa,1,True
2,2013,Tinto,163111797,Vinho,Vinho de Mesa,3,False
3,2013,Branco,32066403,Vinho,Vinho de Mesa,3,False
4,2013,Rosado,1726022,Vinho,Vinho de Mesa,3,False
5,2013,VINHO FINO DE MESA (VINIFERA),45782530,Vinho,Vinifera,1,True
6,2013,Tinto,23156458,Vinho,Vinho de Mesa,3,False
7,2013,Branco,21906349,Vinho,Vinho de Mesa,3,False
8,2013,Rosado,719723,Vinho,Vinho de Mesa,3,False
9,2013,SUCO,64879790,Suco,Suco de Uva,1,True
10,2013,Suco de uva integral,33673396,Suco,Suco de Uva,3,False
11,2013,Suco de uva concentrado,31206394,Suco,Suco de Uva,3,False
12,2013,Suco de uva adoçado,0,Suco,Suco de Uva,3,False
13,2013,Suco de uva orgânico,0,Suco,Suco de Uva,3,False
14,2013,Suco de uva reconstituído,0,Suco,Suco de Uva,3,False
15,2013,DERIVADOS,64072127,Derivados,Derivados Industriais,1,True
16,2013,Espumante,30275,Espumante,Produto Final,3,False
17,2013,Espumante moscatel,159781,Espumante,Produto Final,3,False
18,2013,Base espumante,0,Espumante,Base,2,False
19,2013,Base espumante moscatel,1470700,Espumante,Base,2,False
20,2013,Base Champenoise champanha,359617,Espumante,Base,2,False
21,2013,Base Charmat champanha,624728,Espumante,Base,2,False
22,2013,Bebida de uva,4260,Suco,Suco de Uva,3,False
23,2013,Polpa de uva,1742152,Suco,Suco de Uva,3,False
24,2013,Mosto simples,58517506,Mosto,Intermediario,2,False
25,2013,Mosto concentrado,0,Mosto,Intermediario,2,False
26,2013,Mosto de uva com bagaço,0,Mosto,Intermediario,2,False
27,2013,Mosto dessulfitado,0,Mosto,Intermediario,2,False
28,2013,Mistelas,2500,Mosto,Intermediario,2,False
29,2013,Néctar de uva,10000,Suco,Suco de Uva,3,False
30,2013,Licorosos,0,Vinho,Produto Final,3,False
31,2013,Compostos,0,Derivados,Derivados Industriais,2,False
32,2013,Jeropiga,0,Mosto,Intermediario,2,False
33,2013,Filtrado,0,Derivados,Derivados Industriais,2,False
34,2013,Frisante,1009000,Espumante,Produto Final,3,False
35,2013,Vinho leve,0,Vinho,Produto Final,3,False
36,2013,Vinho licoroso,100,Vinho,Produto Final,3,False
37,2013,Brandy,0,Destilado,Produto Final,3,False
38,2013,Destilado,0,Destilado,Produto Final,3,False
39,2013,Bagaceira,0,Destilado,Produto Final,3,False
40,2013,Licor de bagaceira,0,Destilado,Produto Final,3,False
41,2013,Vinagre,0,Derivados,Vinagre,3,False
42,2013,Borra líquida,63111,Derivados,Derivados Industriais,2,False
43,2013,Borra seca,78397,Derivados,Derivados Industriais,2,False
44,2013,Vinho Composto,0,Vinho,Produto Final,3,False
45,2013,Pisco,0,Destilado,Produto Final,3,False
46,2013,Vinho orgânico,0,Vinho,Organico,3,False
47,2013,Espumante orgânico,0,Espumante,Produto Final,3,False
48,2013,Destilado alcoólico simples de bagaceira ,0,Destilado,Produto Final,3,False
49,2013,Vinho acidificado ,0,Vinho,Produto Final,3,False
50,2013,Mosto parcialmente fermentado ,0,Mosto,Intermediario,2,False
51,2013,Outros derivados,0,Derivados,Derivados Industriais,2,False
1,2014,VINHO DE MESA,196173123,Vinho,Vinho de Mesa,1,True
2,2014,Tinto,157776363,Vinho,Vinho de Mesa,3,False
3,2014,Branco,37438069,Vinho,Vinho de Mesa,3,False
4,2014,Rosado,958691,Vinho,Vinho de Mesa,3,False
5,2014,VINHO FINO DE MESA (VINIFERA),38464314,Vinho,Vinifera,1,True
6,2014,Tinto,17208996,Vinho,Vinho de Mesa,3,False
7,2014,Branco,20054804,Vinho,Vinho de Mesa,3,False
8,2014,Rosado,1200514,Vinho,Vinho de Mesa,3,False
9,2014,SUCO,76723537,Suco,Suco de Uva,1,True
10,2014,Suco de uva integral,43331223,Suco,Suco de Uva,3,False
11,2014,Suco de uva concentrado,33392314,Suco,Suco de Uva,3,False
12,2014,Suco de uva adoçado,0,Suco,Suco de Uva,3,False
13,2014,Suco de uva orgânico,0,Suco,Suco de Uva,3,False
14,2014,Suco de uva reconstituído,0,Suco,Suco de Uva,3,False
15,2014,DERIVADOS,62907281,Derivados,Derivados Industriais,1,True
16,2014,Espumante,2700,Espumante,Produto Final,3,False
17,2014,Espumante moscatel,100000,Espumante,Produto Final,3,False
18,2014,Base espumante,0,Espumante,Base,2,False
19,2014,Base espumante moscatel,1808044,Espumante,Base,2,False
20,2014,Base Champenoise champanha,234725,Espumante,Base,2,False
21,2014,Base Charmat champanha,376968,Espumante,Base,2,False
22,2014,Bebida de uva,3860,Suco,Suco de Uva,3,False
23,2014,Polpa de uva,2484000,Suco,Suco de Uva,3,False
24,2014,Mosto simples,57582195,Mosto,Intermediario,2,False
25,2014,Mosto concentrado,0,Mosto,Intermediario,2,False
26,2014,Mosto de uva com bagaço,0,Mosto,Intermediario,2,False
27,2014,Mosto dessulfitado,0,Mosto,Intermediario,2,False
28,2014,Mistelas,1000,Mosto,Intermediario,2,False
29,2014,Néctar de uva,1140,Suco,Suco de Uva,3,False
30,2014,Licorosos,0,Vinho,Produto Final,3,False
31,2014,Compostos,0,Derivados,Derivados Industriais,2,False
32,2014,Jeropiga,0,Mosto,Intermediario,2,False
33,2014,Filtrado,0,Derivados,Derivados Industriais,2,False
34,2014,Frisante,26069,Espumante,Produto Final,3,False
35,2014,Vinho leve,0,Vinho,Produto Final,3,False
36,2014,Vinho licoroso,36000,Vinho,Produto Final,3,False
37,2014,Brandy,0,Destilado,Produto Final,3,False
38,2014,Destilado,0,Destilado,Produto Final,3,False
39,2014,Bagaceira,0,Destilado,Produto Final,3,False
40,2014,Licor de bagaceira,0,Destilado,Produto Final,3,False
41,2014,Vinagre,53776,Derivados,Vinagre,3,False
42,2014,Borra líquida,50954,Derivados,Derivados Industriais,2,False
43,2014,Borra seca,142850,Derivados,Derivados Industriais,2,False
44,2014,Vinho Composto,3000,Vinho,Produto Final,3,False
45,2014,Pisco,0,Destilado,Produto Final,3,False
46,2014,Vinho orgânico,0,Vinho,Organico,3,False
47,2014,Espumante orgânico,0,Espumante,Produto Final,3,False
48,2014,Destilado alcoólico simples de bagaceira ,0,Destilado,Produto Final,3,False
49,2014,Vinho acidificado ,0,Vinho,Produto Final,3,False
50,2014,Mosto parcialmente fermentado ,0,Mosto,Intermediario,2,False
51,2014,Outros derivados,0,Derivados,Derivados Industriais,2,False
1,2015,VINHO DE MESA,210308560,Vinho,Vinho de Mesa,1,True
2,2015,Tinto,169811472,Vinho,Vinho de Mesa,3,False
3,2015,Branco,39557250,Vinho,Vinho de Mesa,3,False
4,2015,Rosado,939838,Vinho,Vinho de Mesa,3,False
5,2015,VINHO FINO DE MESA (VINIFERA),37148982,Vinho,Vinifera,1,True
6,2015,Tinto,16745896,Vinho,Vinho de Mesa,3,False
7,2015,Branco,19561966,Vinho,Vinho de Mesa,3,False
8,2015,Rosado,841120,Vinho,Vinho de Mesa,3,False
9,2015,SUCO,87894468,Suco,Suco de Uva,1,True
10,2015,Suco de uva integral,52233155,Suco,Suco de Uva,3,False
11,2015,Suco de uva concentrado,35661313,Suco,Suco de Uva,3,False
12,2015,Suco de uva adoçado,0,Suco,Suco de Uva,3,False
13,2015,Suco de uva orgânico,0,Suco,Suco de Uva,3,False
14,2015,Suco de uva reconstituído,0,Suco,Suco de Uva,3,False
15,2015,DERIVADOS,107349704,Derivados,Derivados Industriais,1,True
16,2015,Espumante,23750,Espumante,Produto Final,3,False
17,2015,Espumante moscatel,110100,Espumante,Produto Final,3,False
18,2015,Base espumante,0,Espumante,Base,2,False
19,2015,Base espumante moscatel,1607727,Espumante,Base,2,False
20,2015,Base Champenoise champanha,605001,Espumante,Base,2,False
21,2015,Base Charmat champanha,1466259,Espumante,Base,2,False
22,2015,Bebida de uva,922,Suco,Suco de Uva,3,False
23,2015,Polpa de uva,2371140,Suco,Suco de Uva,3,False
24,2015,Mosto simples,100911592,Mosto,Intermediario,2,False
25,2015,Mosto concentrado,0,Mosto,Intermediario,2,False
26,2015,Mosto de uva com bagaço,0,Mosto,Intermediario,2,False
27,2015,Mosto dessulfitado,0,Mosto,Intermediario,2,False
28,2015,Mistelas,0,Mosto,Intermediario,2,False
29,2015,Néctar de uva,1000,Suco,Suco de Uva,3,False
30,2015,Licorosos,0,Vinho,Produto Final,3,False
31,2015,Compostos,0,Derivados,Derivados Industriais,2,False
32,2015,Jeropiga,0,Mosto,Intermediario,2,False
33,2015,Filtrado,0,Derivados,Derivados Industriais,2,False
34,2015,Frisante,0,Espumante,Produto Final,3,False
35,2015,Vinho leve,0,Vinho,Produto Final,3,False
36,2015,Vinho licoroso,56000,Vinho,Produto Final,3,False
37,2015,Brandy,0,Destilado,Produto Final,3,False
38,2015,Destilado,0,Destilado,Produto Final,3,False
39,2015,Bagaceira,1350,Destilado,Produto Final,3,False
40,2015,Licor de bagaceira,0,Destilado,Produto Final,3,False
41,2015,Vinagre,25800,Derivados,Vinagre,3,False
42,2015,Borra líquida,48833,Derivados,Derivados Industriais,2,False
43,2015,Borra seca,120230,Derivados,Derivados Industriais,2,False
44,2015,Vinho Composto,0,Vinho,Produto Final,3,False
45,2015,Pisco,0,Destilado,Produto Final,3,False
46,2015,Vinho orgânico,0,Vinho,Organico,3,False
47,2015,Espumante orgânico,0,Espumante,Produto Final,3,False
48,2015,Destilado alcoólico simples de bagaceira ,0,Destilado,Produto Final,3,False
49,2015,Vinho acidificado ,0,Vinho,Produto Final,3,False
50,2015,Mosto parcialmente fermentado ,0,Mosto,Intermediario,2,False
51,2015,Outros derivados,0,Derivados,Derivados Industriais,2,False
1,2016,VINHO DE MESA,86319015,Vinho,Vinho de Mesa,1,True
2,2016,Tinto,75279191,Vinho,Vinho de Mesa,3,False
3,2016,Branco,10727099,Vinho,Vinho de Mesa,3,False
4,2016,Rosado,312725,Vinho,Vinho de Mesa,3,False
5,2016,VINHO FINO DE MESA (VINIFERA),18070626,Vinho,Vinifera,1,True
6,2016,Tinto,8774847,Vinho,Vinho de Mesa,3,False
7,2016,Branco,8705066,Vinho,Vinho de Mesa,3,False
8,2016,Rosado,590713,Vinho,Vinho de Mesa,3,False
9,2016,SUCO,42210389,Suco,Suco de Uva,1,True
10,2016,Suco de uva integral,31117869,Suco,Suco de Uva,3,False
11,2016,Suco de uva concentrado,11092520,Suco,Suco de Uva,3,False
12,2016,Suco de uva adoçado,0,Suco,Suco de Uva,3,False
13,2016,Suco de uva orgânico,0,Suco,Suco de Uva,3,False
14,2016,Suco de uva reconstituído,0,Suco,Suco de Uva,3,False
15,2016,DERIVADOS,53950314,Derivados,Derivados Industriais,1,True
16,2016,Espumante,1500,Espumante,Produto Final,3,False
17,2016,Espumante moscatel,100000,Espumante,Produto Final,3,False
18,2016,Base espumante,0,Espumante,Base,2,False
19,2016,Base espumante moscatel,1325700,Espumante,Base,2,False
20,2016,Base Champenoise champanha,740395,Espumante,Base,2,False
21,2016,Base Charmat champanha,250280,Espumante,Base,2,False
22,2016,Bebida de uva,3474,Suco,Suco de Uva,3,False
23,2016,Polpa de uva,1620430,Suco,Suco de Uva,3,False
24,2016,Mosto simples,49770993,Mosto,Intermediario,2,False
25,2016,Mosto concentrado,0,Mosto,Intermediario,2,False
26,2016,Mosto de uva com bagaço,0,Mosto,Intermediario,2,False
27,2016,Mosto dessulfitado,0,Mosto,Intermediario,2,False
28,2016,Mistelas,0,Mosto,Intermediario,2,False
29,2016,Néctar de uva,0,Suco,Suco de Uva,3,False
30,2016,Licorosos,0,Vinho,Produto Final,3,False
31,2016,Compostos,0,Derivados,Derivados Industriais,2,False
32,2016,Jeropiga,0,Mosto,Intermediario,2,False
33,2016,Filtrado,0,Derivados,Derivados Industriais,2,False
34,2016,Frisante,0,Espumante,Produto Final,3,False
35,2016,Vinho leve,0,Vinho,Produto Final,3,False
36,2016,Vinho licoroso,24200,Vinho,Produto Final,3,False
37,2016,Brandy,0,Destilado,Produto Final,3,False
38,2016,Destilado,0,Destilado,Produto Final,3,False
39,2016,Bagaceira,1000,Destilado,Produto Final,3,False
40,2016,Licor de bagaceira,0,Destilado,Produto Final,3,False
41,2016,Vinagre,5000,Derivados,Vinagre,3,False
42,2016,Borra líquida,24975,Derivados,Derivados Industriais,2,False
43,2016,Borra seca,82367,Derivados,Derivados Industriais,2,False
44,2016,Vinho Composto,0,Vinho,Produto Final,3,False
45,2016,Pisco,0,Destilado,Produto Final,3,False
46,2016,Vinho orgânico,0,Vinho,Organico,3,False
47,2016,Espumante orgânico,0,Espumante,Produto Final,3,False
48,2016,Destilado alcoólico simples de bagaceira ,0,Destilado,Produto Final,3,False
49,2016,Vinho acidificado ,0,Vinho,Produto Final,3,False
50,2016,Mosto parcialmente fermentado ,0,Mosto,Intermediario,2,False
51,2016,Outros derivados,0,Derivados,Derivados Industriais,2,False
1,2017,VINHO DE MESA,255015187,Vinho,Vinho de Mesa,1,True
2,2017,Tinto,1365957,Vinho,Vinho de Mesa,3,False
3,2017,Branco,217527985,Vinho,Vinho de Mesa,3,False
4,2017,Rosado,36121245,Vinho,Vinho de Mesa,3,False
5,2017,VINHO FINO DE MESA (VINIFERA),44537870,Vinho,Vinifera,1,True
6,2017,Tinto,21442212,Vinho,Vinho de Mesa,3,False
7,2017,Branco,21928400,Vinho,Vinho de Mesa,3,False
8,2017,Rosado,1167258,Vinho,Vinho de Mesa,3,False
9,2017,SUCO,77161971,Suco,Suco de Uva,1,True
10,2017,Suco de uva integral,46865626,Suco,Suco de Uva,3,False
11,2017,Suco de uva concentrado,30059271,Suco,Suco de Uva,3,False
12,2017,Suco de uva adoçado,177774,Suco,Suco de Uva,3,False
13,2017,Suco de uva orgânico,0,Suco,Suco de Uva,3,False
14,2017,Suco de uva reconstituído,59300,Suco,Suco de Uva,3,False
15,2017,DERIVADOS,109116761,Derivados,Derivados Industriais,1,True
16,2017,Espumante,11280,Espumante,Produto Final,3,False
17,2017,Espumante moscatel,152375,Espumante,Produto Final,3,False
18,2017,Base espumante,0,Espumante,Base,2,False
19,2017,Base espumante moscatel,1965629,Espumante,Base,2,False
20,2017,Base Champenoise champanha,1552403,Espumante,Base,2,False
21,2017,Base Charmat champanha,893364,Espumante,Base,2,False
22,2017,Bebida de uva,0,Suco,Suco de Uva,3,False
23,2017,Polpa de uva,2507125,Suco,Suco de Uva,3,False
24,2017,Mosto simples,101010116,Mosto,Intermediario,2,False
25,2017,Mosto concentrado,0,Mosto,Intermediario,2,False
26,2017,Mosto de uva com bagaço,772110,Mosto,Intermediario,2,False
27,2017,Mosto dessulfitado,0,Mosto,Intermediario,2,False
28,2017,Mistelas,1500,Mosto,Intermediario,2,False
29,2017,Néctar de uva,3000,Suco,Suco de Uva,3,False
